+------+----------------------+--------------------+-----------+-----------+---------------------------+-------------+----------------------------------------------+-------------------+-------------+-----------------+-----------------+----------------+--------------+------------------+------------------+-----------------+-----------+---------------+---------------+--------------+-----------+---------------+---------------+--------------+-------------+-----------------+-----------------+----------------+-------------+-----------------+-----------------+----------------+------------------+---------------+-------------------+-------------------+------------------+------------+----------------+----------------+---------------+----------+--------------+--------------+-------------+------------+---------------+-----------+---------------+---------------+--------------+----------+--------------+--------------+-------------+-----------+---------------+---------------+--------------+----------+--------------+--------------+-------------+---------------+-----------+---------------+---------------+--------------+--------------+-----------+---------------+------------+------------+---------------+---------------+-----------+---------------+---------------+-----------+---------------+---------------+--------------+------------------+------------------+
|      | pl_name              | hostname           |   sy_snum |   sy_pnum | discoverymethod           |   disc_year | disc_facility                                |   pl_controv_flag |   pl_orbper |   pl_orbpererr1 |   pl_orbpererr2 |   pl_orbperlim |   pl_orbsmax |   pl_orbsmaxerr1 |   pl_orbsmaxerr2 |   pl_orbsmaxlim |   pl_rade |   pl_radeerr1 |   pl_radeerr2 |   pl_radelim |   pl_radj |   pl_radjerr1 |   pl_radjerr2 |   pl_radjlim |   pl_bmasse |   pl_bmasseerr1 |   pl_bmasseerr2 |   pl_bmasselim |   pl_bmassj |   pl_bmassjerr1 |   pl_bmassjerr2 |   pl_bmassjlim | pl_bmassprov     |   pl_orbeccen |   pl_orbeccenerr1 |   pl_orbeccenerr2 |   pl_orbeccenlim |   pl_insol |   pl_insolerr1 |   pl_insolerr2 |   pl_insollim |   pl_eqt |   pl_eqterr1 |   pl_eqterr2 |   pl_eqtlim |   ttv_flag | st_spectype   |   st_teff |   st_tefferr1 |   st_tefferr2 |   st_tefflim |   st_rad |   st_raderr1 |   st_raderr2 |   st_radlim |   st_mass |   st_masserr1 |   st_masserr2 |   st_masslim |   st_met |   st_meterr1 |   st_meterr2 |   st_metlim | st_metratio   |   st_logg |   st_loggerr1 |   st_loggerr2 |   st_logglim | rastr        |        ra | decstr        |        dec |    sy_dist |   sy_disterr1 |   sy_disterr2 |   sy_vmag |   sy_vmagerr1 |   sy_vmagerr2 |   sy_kmag |   sy_kmagerr1 |   sy_kmagerr2 |   sy_gaiamag |   sy_gaiamagerr1 |   sy_gaiamagerr2 |
| 5007 | TOI-561 d            | TOI-561            |         1 |         4 | Transit                   |        2020 | Transiting Exoplanet Survey Satellite (TESS) |                 1 |   25.7124   |      0.0001     |     -0.0002     |              0 |     0.158    |         0.002    |        -0.002    |               0 |     2.82  |         0.07  |        -0.07  |            0 |     0.252 |         0.006 |        -0.006 |            0 |    13.2     |         1       |        -0.9     |              0 |     0.04153 |         0.00315 |        -0.00283 |              0 | Mass             |      0.122    |          0.054    |         -0.048    |                0 |      21.4  |           1.3  |          -1.3  |             0 |      598 |            9 |           -9 |           0 |          0 | G9 V          |   5372    |         70    |        -70    |            0 |     0.84 |         0.01 |        -0.01 |           0 |      0.81 |          0.04 |         -0.04 |            0 |   -0.4   |        0.05  |       -0.05  |           0 | [Fe/H]        |      4.5  |          0.12 |         -0.12 |            0 | 09h52m44.44s | 148.185   | +06d12m57.97s |   6.2161   |   85.799   |       0.4988  |      -0.4932  |  10.252   |        0.006  |       -0.006  |     8.394 |         0.019 |        -0.019 |     10.0128  |        0.000278  |       -0.000278  |
| 5008 | TOI-561 e            | TOI-561            |         1 |         4 | Transit                   |        2020 | Transiting Exoplanet Survey Satellite (TESS) |                 1 |   77.03     |      0.25       |     -0.24       |              0 |     0.328    |         0.003    |        -0.003    |               0 |     2.55  |         0.12  |        -0.13  |            0 |     0.227 |         0.011 |        -0.012 |            0 |    12.6     |         1.4     |        -1.4     |              0 |     0.03964 |         0.0044  |        -0.0044  |              0 | Mass             |      0.079    |          0.058    |         -0.05     |                0 |       4.96 |           0.28 |          -0.28 |             0 |      415 |            6 |           -6 |           0 |          0 | G9 V          |   5372    |         70    |        -70    |            0 |     0.84 |         0.01 |        -0.01 |           0 |      0.81 |          0.04 |         -0.04 |            0 |   -0.4   |        0.05  |       -0.05  |           0 | [Fe/H]        |      4.5  |          0.12 |         -0.12 |            0 | 09h52m44.44s | 148.185   | +06d12m57.97s |   6.2161   |   85.799   |       0.4988  |      -0.4932  |  10.252   |        0.006  |       -0.006  |     8.394 |         0.019 |        -0.019 |     10.0128  |        0.000278  |       -0.000278  |
| 5019 | TOI-712 b            | TOI-712            |         1 |         3 | Transit                   |        2022 | Transiting Exoplanet Survey Satellite (TESS) |                 0 |    9.53136  |      1.8e-05    |     -1.7e-05    |              0 |     0.07928  |         0.00096  |        -0.00091  |               0 |     2.049 |         0.012 |        -0.08  |            0 |     0.183 |         0.001 |        -0.007 |            0 |     4.85    |       nan       |       nan       |              0 |     0.0153  |       nan       |       nan       |              0 | M-R relationship |      0.54     |          0.26     |         -0.2      |                0 |      22.6  |           4.1  |          -5.4  |             0 |      650 |            6 |           -6 |           0 |          0 | K4.5 V        |   4622    |         61    |        -59    |            0 |     0.67 |         0.02 |        -0.02 |           0 |      0.73 |          0.03 |         -0.03 |            0 |   -0.02  |        0.12  |       -0.043 |           0 | [Fe/H]        |      4.65 |          0.02 |         -0.02 |            0 | 06h11m44.67s |  92.9361  | -65d49m33.02s | -65.8258   |   58.6212  |       0.0797  |      -0.0795  |  10.838   |        0.021  |       -0.021  |     8.313 |         0.023 |        -0.023 |     10.5785  |        0.000579  |       -0.000579  |
| 5020 | TOI-712 c            | TOI-712            |         1 |         3 | Transit                   |        2022 | Transiting Exoplanet Survey Satellite (TESS) |                 0 |   51.6991   |      0.00017    |     -0.00017    |              0 |     0.2447   |         0.003    |        -0.0028   |               0 |     2.701 |         0.092 |        -0.082 |            0 |     0.241 |         0.008 |        -0.007 |            0 |     7.76    |       nan       |       nan       |              0 |     0.0244  |       nan       |       nan       |              0 | M-R relationship |      0.089    |          0.083    |         -0.056    |                0 |       3.08 |           0.12 |          -0.12 |             0 |      370 |            3 |           -3 |           0 |          0 | K4.5 V        |   4622    |         61    |        -59    |            0 |     0.67 |         0.02 |        -0.02 |           0 |      0.73 |          0.03 |         -0.03 |            0 |   -0.02  |        0.12  |       -0.043 |           0 | [Fe/H]        |      4.65 |          0.02 |         -0.02 |            0 | 06h11m44.67s |  92.9361  | -65d49m33.02s | -65.8258   |   58.6212  |       0.0797  |      -0.0795  |  10.838   |        0.021  |       -0.021  |     8.313 |         0.023 |        -0.023 |     10.5785  |        0.000579  |       -0.000579  |
| 5021 | TOI-712 d            | TOI-712            |         1 |         3 | Transit                   |        2022 | Transiting Exoplanet Survey Satellite (TESS) |                 0 |   84.8396   |      0.00043    |     -0.0004     |              0 |     0.3405   |         0.0041   |        -0.0039   |               0 |     2.474 |         0.09  |        -0.082 |            0 |     0.221 |         0.008 |        -0.007 |            0 |     6.68    |       nan       |       nan       |              0 |     0.021   |       nan       |       nan       |              0 | M-R relationship |      0.073    |          0.064    |         -0.049    |                0 |       1.6  |           0.06 |          -0.06 |             0 |      314 |            3 |           -3 |           0 |          0 | K4.5 V        |   4622    |         61    |        -59    |            0 |     0.67 |         0.02 |        -0.02 |           0 |      0.73 |          0.03 |         -0.03 |            0 |   -0.02  |        0.12  |       -0.043 |           0 | [Fe/H]        |      4.65 |          0.02 |         -0.02 |            0 | 06h11m44.67s |  92.9361  | -65d49m33.02s | -65.8258   |   58.6212  |       0.0797  |      -0.0795  |  10.838   |        0.021  |       -0.021  |     8.313 |         0.023 |        -0.023 |     10.5785  |        0.000579  |       -0.000579  |
| 5022 | TOI-763 b            | TOI-763            |         1 |         2 | Transit                   |        2020 | Transiting Exoplanet Survey Satellite (TESS) |                 0 |    5.6057   |      0.0013     |     -0.0013     |              0 |     0.06     |         0.0006   |        -0.0006   |               0 |     2.28  |         0.11  |        -0.11  |            0 |     0.203 |         0.01  |        -0.01  |            0 |     9.79    |         0.78    |        -0.78    |              0 |     0.0308  |         0.00245 |        -0.00245 |              0 | Mass             |      0.04     |          0.04     |         -0.03     |                0 |     183.08 |         nan    |         nan    |             0 |     1038 |           16 |          -16 |           0 |          0 | G             |   5450    |         60    |        -60    |            0 |     0.9  |         0.01 |        -0.01 |           0 |      0.92 |          0.03 |         -0.03 |            0 |    0.01  |        0.05  |       -0.05  |           0 | [Fe/H]        |      4.45 |          0.05 |         -0.05 |            0 | 12h57m52.34s | 194.468   | -39d45m29.02s | -39.7581   |   95.1274  |       0.4536  |      -0.4495  |  10.265   |        0.023  |       -0.023  |     8.49  |         0.021 |        -0.021 |      9.99915 |        0.000237  |       -0.000237  |
| 5023 | TOI-763 c            | TOI-763            |         1 |         2 | Transit                   |        2020 | Transiting Exoplanet Survey Satellite (TESS) |                 0 |   12.2737   |      0.0053     |     -0.0077     |              0 |     0.1011   |         0.001    |        -0.001    |               0 |     2.63  |         0.12  |        -0.12  |            0 |     0.235 |         0.011 |        -0.011 |            0 |     9.32    |         1.02    |        -1.02    |              0 |     0.02932 |         0.00321 |        -0.00321 |              0 | Mass             |      0.04     |          0.04     |         -0.03     |                0 |      64.32 |         nan    |         nan    |             0 |      800 |           12 |          -12 |           0 |          0 | G             |   5450    |         60    |        -60    |            0 |     0.9  |         0.01 |        -0.01 |           0 |      0.92 |          0.03 |         -0.03 |            0 |    0.01  |        0.05  |       -0.05  |           0 | [Fe/H]        |      4.45 |          0.05 |         -0.05 |            0 | 12h57m52.34s | 194.468   | -39d45m29.02s | -39.7581   |   95.1274  |       0.4536  |      -0.4495  |  10.265   |        0.023  |       -0.023  |     8.49  |         0.021 |        -0.021 |      9.99915 |        0.000237  |       -0.000237  |
| 5027 | TOI-824 b            | TOI-824            |         1 |         1 | Transit                   |        2020 | Transiting Exoplanet Survey Satellite (TESS) |                 0 |    1.39298  |      1.8e-05    |     -1.7e-05    |              0 |     0.02177  |         0.00032  |        -0.00032  |               0 |     2.926 |         0.202 |        -0.191 |            0 |     0.261 |         0.018 |        -0.017 |            0 |    18.467   |         1.843   |        -1.875   |              0 |     0.0581  |         0.0058  |        -0.0059  |              0 | Mass             |    nan        |        nan        |        nan        |              nan |     412    |          51    |         -46    |             0 |     1253 |           38 |          -37 |           0 |          0 | K4 V          |   4600    |        110    |       -100    |            0 |     0.7  |         0.03 |        -0.03 |           0 |      0.71 |          0.03 |         -0.03 |            0 |   -0.092 |        0.076 |       -0.077 |           0 | [Fe/H]        |      4.61 |          0.03 |         -0.03 |            0 | 14h48m39.71s | 222.165   | -57d35m19.92s | -57.5889   |   63.9262  |       0.1435  |      -0.1428  |  11.314   |        0.015  |       -0.015  |     8.432 |         0.038 |        -0.038 |     10.7616  |        0.000374  |       -0.000374  |
| 5029 | TOI-836 b            | TOI-836            |         1 |         2 | Transit                   |        2023 | Transiting Exoplanet Survey Satellite (TESS) |                 0 |    3.81673  |      1e-05      |     -1e-05      |              0 |     0.0422   |         0.00093  |        -0.00093  |               0 |     1.704 |         0.067 |        -0.067 |            0 |     0.152 |         0.006 |        -0.006 |            0 |     4.53    |         0.92    |        -0.86    |              0 |     0.01425 |         0.00289 |        -0.00271 |              0 | Mass             |      0.053    |          0.042    |         -0.042    |                0 |      78.84 |           0.02 |          -0.02 |             0 |      871 |           36 |          -36 |           0 |          0 | K V           |   4552    |        154    |       -154    |            0 |     0.67 |         0.01 |        -0.01 |           0 |      0.68 |          0.05 |         -0.04 |            0 |   -0.284 |        0.067 |       -0.067 |           0 | [Fe/H]        |      4.74 |          0.11 |         -0.11 |            0 | 15h00m19.17s | 225.08    | -24d27m15.13s | -24.4542   |   27.5024  |       0.0294  |      -0.0293  |   9.92    |        0.03   |       -0.03   |     6.804 |         0.018 |        -0.018 |      9.40475 |        0.000443  |       -0.000443  |
| 5030 | TOI-836 c            | TOI-836            |         1 |         2 | Transit                   |        2023 | Transiting Exoplanet Survey Satellite (TESS) |                 0 |    8.59545  |      1e-05      |     -1e-05      |              0 |     0.075    |         0.0016   |        -0.0016   |               0 |     2.587 |         0.088 |        -0.088 |            0 |     0.231 |         0.008 |        -0.008 |            0 |     9.6     |         2.7     |        -2.5     |              0 |     0.0302  |         0.0085  |        -0.00787 |              0 | Mass             |      0.078    |          0.056    |         -0.056    |                0 |      26.71 |           0    |           0    |             0 |      665 |           27 |          -27 |           0 |          1 | K V           |   4552    |        154    |       -154    |            0 |     0.67 |         0.01 |        -0.01 |           0 |      0.68 |          0.05 |         -0.04 |            0 |   -0.284 |        0.067 |       -0.067 |           0 | [Fe/H]        |      4.74 |          0.11 |         -0.11 |            0 | 15h00m19.17s | 225.08    | -24d27m15.13s | -24.4542   |   27.5024  |       0.0294  |      -0.0293  |   9.92    |        0.03   |       -0.03   |     6.804 |         0.018 |        -0.018 |      9.40475 |        0.000443  |       -0.000443  |
